rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C8_International travel controls,Aruba,ABW,97.17,percent of population,2019.0
2,Demographics,People using at least basic sanitation services (% of population),C8_International travel controls,Aruba,ABW,97.5434811165022,proportion,2016.0
3,Health,Prevalence of COVID-19,C8_International travel controls,Aruba,ABW,5124.0,"Number (cumulative total by Dec 26,2020)",2020.0
11,Social issues ,Net migration,C8_International travel controls,Aruba,ABW,1004.0,net total / data are 5 year estimates,2019.0
14,Demographics,Fixed broadband subscriptions,C8_International travel controls,Aruba,ABW,18.2095,per 100 people,2019.0
23,Demographics,Fixed telephone subscriptions,C8_International travel controls,Aruba,ABW,35000.0,number,2019.0
25,Environment,CO2 emissions (kt),C8_International travel controls,Aruba,ABW,883.747,kt,2016.0
30,Governance,Political stability and absence of violence/terrorism estimate,C8_International travel controls,Aruba,ABW,1.357372,score,2019.0
32,Demographics,Mobile cellular subscriptions,C8_International travel controls,Aruba,ABW,135.134,per 100 people,2019.0
34,Environment,Renewable energy consumption ,C8_International travel controls,Aruba,ABW,6.72674756598399,percent of total final energy consumption,2015.0
42,Environment,CO2 emissions (metric tons per capita),C8_International travel controls,Aruba,ABW,8.426911,metric tons per capita,2016.0
43,Demographics,"Age dependency ratio, old (% of working-age population)",C8_International travel controls,Aruba,ABW,20.57685688717561,proportion,2019.0
46,Governance,Voice and accountability estimate,C8_International travel controls,Aruba,ABW,1.294189,score,2019.0
51,Governance,Control of corruption estimate,C8_International travel controls,Aruba,ABW,1.217238,score,2019.0
53,Health,Mortality due to COVID-19,C8_International travel controls,Aruba,ABW,47.0,"Number (cumulative total by Dec 26,2020)",2020.0
58,Governance,Government effectiveness estimate,C8_International travel controls,Aruba,ABW,1.029933,score,2019.0
63,Governance,Rule of law estimate ,C8_International travel controls,Aruba,ABW,1.263128,score,2019.0
66,Governance,Regulatory quality estimate,C8_International travel controls,Aruba,ABW,0.8573601,score,2019.0
67,Demographics,Rural population (% of total population),C8_International travel controls,Aruba,ABW,56.454,proportion,2019.0
71,Health,"Incidence of tuberculosis (per 100,000 people)",C8_International travel controls,Aruba,ABW,2.2,Cases,2019.0
77,Demographics,Secure Internet servers ,C8_International travel controls,Aruba,ABW,1401.508738265892,per 1 million people,2019.0
78,Demographics,Urban population (% of total population),C8_International travel controls,Aruba,ABW,43.546,total,2019.0
81,Demographics,"Population, total",C8_International travel controls,Aruba,ABW,106314.0,total,2019.0
82,Social issues ,"Intentional homicides (per 100,000 people)",C8_International travel controls,Aruba,ABW,1.9272278754,"proportion, pero 100,000 people",2014.0
85,Environment,Access to electricity ,C8_International travel controls,Aruba,ABW,100.0,percent of population,2018.0
96,Social issues ,"Primary completion rate, total (% of relevant age group)",C8_International travel controls,Aruba,ABW,101.180557250977,proportion,2014.0
97,Demographics,Age dependency ratio (% of working-age population),C8_International travel controls,Aruba,ABW,46.36745370689062,proportion,2019.0
106,Social issues ,"Literacy rate, adult total (% of people ages 15 and above)",C8_International travel controls,Aruba,ABW,97.8074188232422,proportion,2018.0
