rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C8_International travel controls,Cape Verde,CPV,58.1714,percent of population,2019.0
3,Health,Prevalence of COVID-19,C8_International travel controls,Cape Verde,CPV,11526.0,"Number (cumulative total by Dec 26,2020)",2020.0
4,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",C8_International travel controls,Cape Verde,CPV,12.3179998,percent of total labor force,2020.0
5,Environment,"PM2.5 air pollution, mean annual exposure",C8_International travel controls,Cape Verde,CPV,34.7787,micrograms per cubic meter,2017.0
6,Economics,Employment in services (% of total employment) (modeled ILO estimate),C8_International travel controls,Cape Verde,CPV,66.7819977,Percentage of total employment,2020.0
7,Economics,Volume of imports,C8_International travel controls,Cape Verde,CPV,9.515,percent change,2020.0
9,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),C8_International travel controls,Cape Verde,CPV,3.2,percent,2018.0
11,Social issues ,Net migration,C8_International travel controls,Cape Verde,CPV,-6709.0,net total / data are 5 year estimates,2019.0
12,Health,Prevalence of Hypertensive heart disease,C8_International travel controls,Cape Verde,CPV,0.002,percent,2019.0
14,Demographics,Fixed broadband subscriptions,C8_International travel controls,Cape Verde,CPV,3.22438,per 100 people,2019.0
15,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C8_International travel controls,Cape Verde,CPV,60.598999,Percentage of total population,2020.0
16,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",C8_International travel controls,Cape Verde,CPV,53.5999985,Percentage of females of the total population,2020.0
17,Social issues ,Press freedom score,C8_International travel controls,Cape Verde,CPV,20.15,score,2020.0
18,Health,Prevalence of down syndrome,C8_International travel controls,Cape Verde,CPV,9.12e-05,percent,2019.0
19,Health,Summary exposure value tobacco,C8_International travel controls,Cape Verde,CPV,10.81263,Rate (risk-weighted prevalence),2019.0
20,Health,Prevalence of total cancers,C8_International travel controls,Cape Verde,CPV,0.005604,percent,2019.0
22,Health,Prevalence of Diabetes,C8_International travel controls,Cape Verde,CPV,0.045175,percent,2019.0
23,Demographics,Fixed telephone subscriptions,C8_International travel controls,Cape Verde,CPV,57511.0,number,2019.0
24,Health,Prevalence of Depressive disorders,C8_International travel controls,Cape Verde,CPV,0.049042,percent,2019.0
25,Environment,CO2 emissions (kt),C8_International travel controls,Cape Verde,CPV,542.716,kt,2016.0
27,Governance,Serious assault (rate),C8_International travel controls,Cape Verde,CPV,554.47,rate,2018.0
28,Environment,"Adjusted net savings, including particulate emission damage",C8_International travel controls,Cape Verde,CPV,19.1927297880021,percent of GNI,2018.0
30,Governance,Political stability and absence of violence/terrorism estimate,C8_International travel controls,Cape Verde,CPV,0.8809047,score,2019.0
31,Health,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",C8_International travel controls,Cape Verde,CPV,9.7,percent,2020.0
32,Demographics,Mobile cellular subscriptions,C8_International travel controls,Cape Verde,CPV,108.318,per 100 people,2019.0
33,Health,"Physicians (per 1,000 people)",C8_International travel controls,Cape Verde,CPV,0.7814,Ones,2015.0
34,Environment,Renewable energy consumption ,C8_International travel controls,Cape Verde,CPV,26.5797158996811,percent of total final energy consumption,2015.0
35,Health,"Prevalence of HIV, total (% of population ages 15-49)",C8_International travel controls,Cape Verde,CPV,0.6,percent,2019.0
36,Health,Prevalence of obesity,C8_International travel controls,Cape Verde,CPV,11.8,percent,2016.0
38,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",C8_International travel controls,Cape Verde,CPV,100.0,percent of total,2017.0
39,Social issues ,Proportion of seats held by women in national parliaments (%),C8_International travel controls,Cape Verde,CPV,25.0,proportion,2020.0
40,Health,"Immunization, DPT (% of children ages 12-23 months)",C8_International travel controls,Cape Verde,CPV,96.0,percent,2019.0
41,Health,Prevalence of anxiety disorders,C8_International travel controls,Cape Verde,CPV,0.032915,percent,2019.0
42,Environment,CO2 emissions (metric tons per capita),C8_International travel controls,Cape Verde,CPV,1.021783,metric tons per capita,2016.0
44,Governance,Human Freedom Score ,C8_International travel controls,Cape Verde,CPV,7.75,score,2018.0
45,Governance,Fragile States Index Total ,C8_International travel controls,Cape Verde,CPV,64.7781708998417,score,2020.0
46,Governance,Voice and accountability estimate,C8_International travel controls,Cape Verde,CPV,0.9689363,score,2019.0
48,Governance,Corruption Perceptions Index,C8_International travel controls,Cape Verde,CPV,58.0,score,2020.0
49,Governance,Total freedom in the world score ,C8_International travel controls,Cape Verde,CPV,92.0,score,2021.0
51,Governance,Control of corruption estimate,C8_International travel controls,Cape Verde,CPV,0.8708907,score,2019.0
52,Social issues ,Gini index (World Bank estimate),C8_International travel controls,Cape Verde,CPV,42.4,index ,2015.0
53,Health,Mortality due to COVID-19,C8_International travel controls,Cape Verde,CPV,110.0,"Number (cumulative total by Dec 26,2020)",2020.0
56,Social issues ,Proportion of women in managerial positions (%),C8_International travel controls,Cape Verde,CPV,42.52,percent,2018.0
58,Governance,Government effectiveness estimate,C8_International travel controls,Cape Verde,CPV,0.293028,score,2019.0
59,Governance,Human Development Index,C8_International travel controls,Cape Verde,CPV,0.665,index,2019.0
60,Health,Prevalence of Respiratory infections and tuberculosis,C8_International travel controls,Cape Verde,CPV,0.183193,percent,2019.0
61,Governance,Aggregate score for the Political Rights category,C8_International travel controls,Cape Verde,CPV,38.0,score,2021.0
