rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C7_Restrictions on internal movement,Bahamas,BHS,85.0,percent of population,2019.0
2,Demographics,People using at least basic sanitation services (% of population),C7_Restrictions on internal movement,Bahamas,BHS,94.9305823307593,proportion,2017.0
3,Governance,Regulatory quality estimate,C7_Restrictions on internal movement,Bahamas,BHS,-0.0483038,score,2019.0
4,Demographics,Fixed telephone subscriptions,C7_Restrictions on internal movement,Bahamas,BHS,91129.0,number,2019.0
5,Social issues ,"Intentional homicides (per 100,000 people)",C7_Restrictions on internal movement,Bahamas,BHS,31.958171469,"proportion, pero 100,000 people",2017.0
6,Health,Prevalence of COVID-19,C7_Restrictions on internal movement,Bahamas,BHS,7733.0,"Number (cumulative total by Dec 26,2020)",2020.0
8,Health,Prevalence of total cancers,C7_Restrictions on internal movement,Bahamas,BHS,0.014879,percent,2019.0
9,Health,Summary exposure value tobacco,C7_Restrictions on internal movement,Bahamas,BHS,13.84884,Rate (risk-weighted prevalence),2019.0
10,Economics,Volume of imports,C7_Restrictions on internal movement,Bahamas,BHS,-2.25,percent change,2020.0
14,Demographics,Fixed broadband subscriptions,C7_Restrictions on internal movement,Bahamas,BHS,21.1293,per 100 people,2019.0
15,Health,Prevalence of Depressive disorders,C7_Restrictions on internal movement,Bahamas,BHS,0.035205,percent,2019.0
16,Economics,Volume of exports,C7_Restrictions on internal movement,Bahamas,BHS,3.436,percent change,2020.0
17,Governance,Human Freedom Score ,C7_Restrictions on internal movement,Bahamas,BHS,7.72,score,2018.0
18,Social issues ,Net migration,C7_Restrictions on internal movement,Bahamas,BHS,4999.0,net total / data are 5 year estimates,2019.0
19,Health,"Nurses and midwives (per 1,000 people)",C7_Restrictions on internal movement,Bahamas,BHS,4.5669,Ones,2018.0
20,Environment,CO2 emissions (kt),C7_Restrictions on internal movement,Bahamas,BHS,1785.829,kt,2016.0
21,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C7_Restrictions on internal movement,Bahamas,BHS,74.4759979,Percentage of total population,2020.0
22,Governance,Voice and accountability estimate,C7_Restrictions on internal movement,Bahamas,BHS,0.9342639,score,2019.0
23,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",C7_Restrictions on internal movement,Bahamas,BHS,67.9599991,Percentage of females of the total population,2020.0
26,Health,"Incidence of tuberculosis (per 100,000 people)",C7_Restrictions on internal movement,Bahamas,BHS,15.0,Cases,2019.0
27,Health,Prevalence of obesity,C7_Restrictions on internal movement,Bahamas,BHS,31.6,percent,2016.0
28,Governance,Political stability and absence of violence/terrorism estimate,C7_Restrictions on internal movement,Bahamas,BHS,0.8294795,score,2019.0
29,Governance,Government effectiveness estimate,C7_Restrictions on internal movement,Bahamas,BHS,0.4860963,score,2019.0
30,Governance,Serious assault (rate),C7_Restrictions on internal movement,Bahamas,BHS,1046.33,rate,2018.0
31,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",C7_Restrictions on internal movement,Bahamas,BHS,99.9999999918088,percent of total,2017.0
32,Governance,Total freedom in the world score ,C7_Restrictions on internal movement,Bahamas,BHS,91.0,score,2021.0
