rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C7_Restrictions on internal movement,Slovenia,SVN,83.1084,percent of population,2019.0
3,Governance,Regulatory quality estimate,C7_Restrictions on internal movement,Slovenia,SVN,1.008839,score,2019.0
4,Demographics,Fixed telephone subscriptions,C7_Restrictions on internal movement,Slovenia,SVN,707059.0,number,2019.0
5,Social issues ,"Intentional homicides (per 100,000 people)",C7_Restrictions on internal movement,Slovenia,SVN,0.48126993661,"proportion, pero 100,000 people",2018.0
6,Health,Prevalence of COVID-19,C7_Restrictions on internal movement,Slovenia,SVN,103555.0,"Number (cumulative total by Dec 26,2020)",2020.0
8,Health,Prevalence of total cancers,C7_Restrictions on internal movement,Slovenia,SVN,0.031252,percent,2019.0
9,Health,Summary exposure value tobacco,C7_Restrictions on internal movement,Slovenia,SVN,28.80806,Rate (risk-weighted prevalence),2019.0
10,Economics,Volume of imports,C7_Restrictions on internal movement,Slovenia,SVN,6.42,percent change,2020.0
11,Environment,Electricity production from oil sources,C7_Restrictions on internal movement,Slovenia,SVN,0.1147330768711615,percent of total,2015.0
12,Environment,Energy use (kg of oil equivalent per capita),C7_Restrictions on internal movement,Slovenia,SVN,3174.872584904225,kg of oil equivalent per capita,2015.0
13,Environment,"Electricity production from renewable sources, excluding hydroelectric",C7_Restrictions on internal movement,Slovenia,SVN,547000000.0,kWh,2015.0
14,Demographics,Fixed broadband subscriptions,C7_Restrictions on internal movement,Slovenia,SVN,30.2088,per 100 people,2019.0
15,Health,Prevalence of Depressive disorders,C7_Restrictions on internal movement,Slovenia,SVN,0.042813,percent,2019.0
16,Economics,Volume of exports,C7_Restrictions on internal movement,Slovenia,SVN,4.888,percent change,2020.0
17,Governance,Human Freedom Score ,C7_Restrictions on internal movement,Slovenia,SVN,8.05,score,2018.0
18,Social issues ,Net migration,C7_Restrictions on internal movement,Slovenia,SVN,9999.0,net total / data are 5 year estimates,2019.0
19,Health,"Nurses and midwives (per 1,000 people)",C7_Restrictions on internal movement,Slovenia,SVN,9.9745,Ones,2017.0
20,Environment,CO2 emissions (kt),C7_Restrictions on internal movement,Slovenia,SVN,12632.82,kt,2016.0
21,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C7_Restrictions on internal movement,Slovenia,SVN,57.8199997,Percentage of total population,2020.0
22,Governance,Voice and accountability estimate,C7_Restrictions on internal movement,Slovenia,SVN,1.007424,score,2019.0
23,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",C7_Restrictions on internal movement,Slovenia,SVN,52.9599991,Percentage of females of the total population,2020.0
24,Social issues ,Proportion of women in managerial positions (%),C7_Restrictions on internal movement,Slovenia,SVN,38.55,percent,2018.0
26,Health,"Incidence of tuberculosis (per 100,000 people)",C7_Restrictions on internal movement,Slovenia,SVN,5.4,Cases,2019.0
27,Health,Prevalence of obesity,C7_Restrictions on internal movement,Slovenia,SVN,20.2,percent,2016.0
28,Governance,Political stability and absence of violence/terrorism estimate,C7_Restrictions on internal movement,Slovenia,SVN,0.8167541,score,2019.0
29,Governance,Government effectiveness estimate,C7_Restrictions on internal movement,Slovenia,SVN,1.081404,score,2019.0
30,Governance,Serious assault (rate),C7_Restrictions on internal movement,Slovenia,SVN,74.31,rate,2018.0
31,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",C7_Restrictions on internal movement,Slovenia,SVN,99.4910252834569,percent of total,2017.0
32,Governance,Total freedom in the world score ,C7_Restrictions on internal movement,Slovenia,SVN,95.0,score,2021.0
