rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C3_Cancel public events,Kuwait,KWT,99.5427,percent of population,2019.0
3,Governance,Regulatory quality estimate,C3_Cancel public events,Kuwait,KWT,0.0649239,score,2019.0
5,Demographics,Fixed telephone subscriptions,C3_Cancel public events,Kuwait,KWT,515542.0,number,2019.0
7,Economics,Volume of imports,C3_Cancel public events,Kuwait,KWT,3.584,percent change,2020.0
8,Social issues ,Proportion of women in managerial positions (%),C3_Cancel public events,Kuwait,KWT,13.61,percent,2016.0
9,Environment,Energy use ,C3_Cancel public events,Kuwait,KWT,162.035694398559,"(kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2014.0
10,Health,Prevalence of chronic kidney disease,C3_Cancel public events,Kuwait,KWT,0.084807,percent,2019.0
11,Social issues ,Life Ladder ,C3_Cancel public events,Kuwait,KWT,6.106100082397461,score,2021.0
12,Health,Prevalence of Diabetes,C3_Cancel public events,Kuwait,KWT,0.095441,percent,2019.0
13,Demographics,Fixed broadband subscriptions,C3_Cancel public events,Kuwait,KWT,2.01078,per 100 people,2019.0
14,Health,"Incidence of tuberculosis (per 100,000 people)",C3_Cancel public events,Kuwait,KWT,22.0,Cases,2019.0
15,Health,Mortality due to COVID-19,C3_Cancel public events,Kuwait,KWT,916.0,"Number (cumulative total by Dec 26,2020)",2020.0
16,Environment,"Energy imports, net ",C3_Cancel public events,Kuwait,KWT,-391.0584858196405,percent of energy use,2014.0
17,Health,"Immunization, DPT (% of children ages 12-23 months)",C3_Cancel public events,Kuwait,KWT,91.0,percent,2019.0
18,Environment,Electricity production from oil sources,C3_Cancel public events,Kuwait,KWT,63.5810830707618,percent of total,2015.0
19,Health,Summary exposure value tobacco,C3_Cancel public events,Kuwait,KWT,29.30509,Rate (risk-weighted prevalence),2019.0
20,Health,"Immunization, measles (% of children ages 12-23 months)",C3_Cancel public events,Kuwait,KWT,98.0,percent,2019.0
21,Economics,Volume of exports,C3_Cancel public events,Kuwait,KWT,2.432,percent change,2020.0
22,Social issues ,Proportion of seats held by women in national parliaments (%),C3_Cancel public events,Kuwait,KWT,6.349206349,proportion,2020.0
23,Governance,Control of corruption estimate,C3_Cancel public events,Kuwait,KWT,-0.132789,score,2019.0
24,Social issues ,Net migration,C3_Cancel public events,Kuwait,KWT,197600.0,net total / data are 5 year estimates,2019.0
25,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C3_Cancel public events,Kuwait,KWT,73.3639984,Percentage of total population,2020.0
26,Health,Prevalence of Hypertensive heart disease,C3_Cancel public events,Kuwait,KWT,0.003101,percent,2019.0
27,Environment,Fossil fuel energy consumption,C3_Cancel public events,Kuwait,KWT,93.68989,percent of total,2014.0
28,Health,Prevalence of Respiratory infections and tuberculosis,C3_Cancel public events,Kuwait,KWT,0.159169,percent,2019.0
30,Health,"Nurses and midwives (per 1,000 people)",C3_Cancel public events,Kuwait,KWT,7.4145,Ones,2018.0
31,Environment,CO2 emissions (kt),C3_Cancel public events,Kuwait,KWT,98733.98,kt,2016.0
32,Governance,Political stability and absence of violence/terrorism estimate,C3_Cancel public events,Kuwait,KWT,0.2003809,score,2019.0
33,Demographics,Secure Internet servers ,C3_Cancel public events,Kuwait,KWT,438.3084431659656,per 1 million people,2019.0
34,Economics,Employment in services (% of total employment) (modeled ILO estimate),C3_Cancel public events,Kuwait,KWT,73.6610031,Percentage of total employment,2020.0
35,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",C3_Cancel public events,Kuwait,KWT,49.3390007,Percentage of females of the total population,2020.0
36,Health,"Prevalence of overweight (modeled estimate, % of children under 5)",C3_Cancel public events,Kuwait,KWT,7.1,percent,2020.0
37,Governance,Government effectiveness estimate,C3_Cancel public events,Kuwait,KWT,0.0184673,score,2019.0
38,Environment,Combustible renewables and waste,C3_Cancel public events,Kuwait,KWT,0.0,percent of total energy,2014.0
39,Health,Prevalence of anxiety disorders,C3_Cancel public events,Kuwait,KWT,0.052155,percent,2019.0
40,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",C3_Cancel public events,Kuwait,KWT,2.30299997,percent of total labor force,2020.0
41,Governance,Personal Freedom Score ,C3_Cancel public events,Kuwait,KWT,6.18,score,2018.0
42,Health,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",C3_Cancel public events,Kuwait,KWT,6.0,percent,2020.0
43,Governance,Economic Freedom Score,C3_Cancel public events,Kuwait,KWT,6.6,score,2018.0
44,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),C3_Cancel public events,Kuwait,KWT,4.4,percent,2018.0
