rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,H6_Facial Coverings,Burundi,BDI,2.66075,percent of population,2019.0
2,Health,Prevalence of Respiratory infections and tuberculosis,H6_Facial Coverings,Burundi,BDI,0.265662,percent,2019.0
3,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",H6_Facial Coverings,Burundi,BDI,1.40799999,percent of total labor force,2020.0
4,Health,"Nurses and midwives (per 1,000 people)",H6_Facial Coverings,Burundi,BDI,0.8526,Ones,2017.0
5,Health,Prevalence of COVID-19,H6_Facial Coverings,Burundi,BDI,761.0,"Number (cumulative total by Dec 26,2020)",2020.0
6,Governance,Personal Freedom Score ,H6_Facial Coverings,Burundi,BDI,4.9,score,2018.0
7,Governance,Regulatory quality estimate,H6_Facial Coverings,Burundi,BDI,-0.9495389,score,2019.0
8,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),H6_Facial Coverings,Burundi,BDI,1.9,percent,2018.0
9,Health,Prevalence of Depressive disorders,H6_Facial Coverings,Burundi,BDI,0.033904,percent,2019.0
10,Health,Prevalence of total cancers,H6_Facial Coverings,Burundi,BDI,0.002,percent,2019.0
11,Governance,Total freedom in the world score ,H6_Facial Coverings,Burundi,BDI,14.0,score,2021.0
12,Environment,CO2 emissions (kt),H6_Facial Coverings,Burundi,BDI,495.045,kt,2016.0
13,Environment,Renewable energy consumption ,H6_Facial Coverings,Burundi,BDI,95.6789242535879,percent of total final energy consumption,2015.0
15,Governance,Economic Freedom Score,H6_Facial Coverings,Burundi,BDI,5.94,score,2018.0
16,Demographics,Fixed broadband subscriptions,H6_Facial Coverings,Burundi,BDI,0.0328778,per 100 people,2019.0
17,Social issues ,Net migration,H6_Facial Coverings,Burundi,BDI,10003.0,net total / data are 5 year estimates,2019.0
18,Governance,Corruption Perceptions Index,H6_Facial Coverings,Burundi,BDI,19.0,score,2020.0
19,Health,"Prevalence of overweight (modeled estimate, % of children under 5)",H6_Facial Coverings,Burundi,BDI,3.1,percent,2020.0
21,Economics,Employment in services (% of total employment) (modeled ILO estimate),H6_Facial Coverings,Burundi,BDI,6.53700018,Percentage of total employment,2020.0
23,Health,Prevalence of chronic kidney disease,H6_Facial Coverings,Burundi,BDI,0.031951,percent,2019.0
25,Demographics,Secure Internet servers ,H6_Facial Coverings,Burundi,BDI,9.19294606168987,per 1 million people,2019.0
26,Economics,Volume of exports,H6_Facial Coverings,Burundi,BDI,6.016,percent change,2020.0
29,Governance,Aggregate score for the Civil Liberties category,H6_Facial Coverings,Burundi,BDI,10.0,score,2021.0
30,Health,Prevalence of down syndrome,H6_Facial Coverings,Burundi,BDI,0.000185,percent,2019.0
31,Health,Prevalence of Diabetes,H6_Facial Coverings,Burundi,BDI,0.01664,percent,2019.0
33,Economics,Volume of imports,H6_Facial Coverings,Burundi,BDI,0.87,percent change,2020.0
35,Environment,"Adjusted net savings, including particulate emission damage",H6_Facial Coverings,Burundi,BDI,-16.9125729891452,percent of GNI,2018.0
37,Social issues ,Life Ladder ,H6_Facial Coverings,Burundi,BDI,3.7753000259399414,score,2021.0
38,Social issues ,"Intentional homicides (per 100,000 people)",H6_Facial Coverings,Burundi,BDI,6.0545373656,"proportion, pero 100,000 people",2016.0
40,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",H6_Facial Coverings,Burundi,BDI,79.0810013,Percentage of total population,2020.0
41,Health,Prevalence of anxiety disorders,H6_Facial Coverings,Burundi,BDI,0.031876,percent,2019.0
42,Health,Mortality due to COVID-19,H6_Facial Coverings,Burundi,BDI,1.0,"Number (cumulative total by Dec 26,2020)",2020.0
43,Environment,"PM2.5 air pollution, mean annual exposure",H6_Facial Coverings,Burundi,BDI,38.89627,micrograms per cubic meter,2017.0
