rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,H6_Facial Coverings,Cuba,CUB,61.8363,percent of population,2019.0
2,Health,Prevalence of Respiratory infections and tuberculosis,H6_Facial Coverings,Cuba,CUB,0.221632,percent,2019.0
3,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",H6_Facial Coverings,Cuba,CUB,1.59000003,percent of total labor force,2020.0
4,Health,"Nurses and midwives (per 1,000 people)",H6_Facial Coverings,Cuba,CUB,7.5614,Ones,2018.0
5,Health,Prevalence of COVID-19,H6_Facial Coverings,Cuba,CUB,9893.0,"Number (cumulative total by Dec 26,2020)",2020.0
7,Governance,Regulatory quality estimate,H6_Facial Coverings,Cuba,CUB,-1.486731,score,2019.0
8,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),H6_Facial Coverings,Cuba,CUB,9.9,percent,2018.0
9,Health,Prevalence of Depressive disorders,H6_Facial Coverings,Cuba,CUB,0.049511,percent,2019.0
10,Health,Prevalence of total cancers,H6_Facial Coverings,Cuba,CUB,0.023159,percent,2019.0
11,Governance,Total freedom in the world score ,H6_Facial Coverings,Cuba,CUB,13.0,score,2021.0
12,Environment,CO2 emissions (kt),H6_Facial Coverings,Cuba,CUB,28283.57,kt,2016.0
13,Environment,Renewable energy consumption ,H6_Facial Coverings,Cuba,CUB,19.2813206353885,percent of total final energy consumption,2015.0
14,Environment,Energy use (kg of oil equivalent per capita),H6_Facial Coverings,Cuba,CUB,1034.686070508084,kg of oil equivalent per capita,2014.0
16,Demographics,Fixed broadband subscriptions,H6_Facial Coverings,Cuba,CUB,1.61232,per 100 people,2019.0
17,Social issues ,Net migration,H6_Facial Coverings,Cuba,CUB,-72000.0,net total / data are 5 year estimates,2019.0
18,Governance,Corruption Perceptions Index,H6_Facial Coverings,Cuba,CUB,47.0,score,2020.0
19,Health,"Prevalence of overweight (modeled estimate, % of children under 5)",H6_Facial Coverings,Cuba,CUB,10.0,percent,2020.0
20,Environment,Electricity production from oil sources,H6_Facial Coverings,Cuba,CUB,45.96805993690852,percent of total,2015.0
21,Economics,Employment in services (% of total employment) (modeled ILO estimate),H6_Facial Coverings,Cuba,CUB,65.9029999,Percentage of total employment,2020.0
23,Health,Prevalence of chronic kidney disease,H6_Facial Coverings,Cuba,CUB,0.123132,percent,2019.0
24,Environment,Electricity production from coal sources ,H6_Facial Coverings,Cuba,CUB,0.0,percent of total,2015.0
25,Demographics,Secure Internet servers ,H6_Facial Coverings,Cuba,CUB,35.3818856921566,per 1 million people,2019.0
27,Environment,Electric power consumption ,H6_Facial Coverings,Cuba,CUB,1450.883716866035,kWh per capita,2014.0
