rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,H7_Vaccination policy,Bhutan,BTN,48.1064,percent of population,2019.0
2,Demographics,Secure Internet servers ,H7_Vaccination policy,Bhutan,BTN,478.3171622818743,per 1 million people,2019.0
3,Economics,"Foreign direct investment, net",H7_Vaccination policy,Bhutan,BTN,13032400.0,US Dollar,2019.0
5,Health,Prevalence of COVID-19,H7_Vaccination policy,Bhutan,BTN,443.0,"Number (cumulative total by Dec 26,2020)",2020.0
6,Social issues ,Gini index (World Bank estimate),H7_Vaccination policy,Bhutan,BTN,37.4,index ,2017.0
7,Governance,Aggregate score for the Political Rights category,H7_Vaccination policy,Bhutan,BTN,30.0,score,2021.0
9,Demographics,Fixed broadband subscriptions,H7_Vaccination policy,Bhutan,BTN,1.1498,per 100 people,2019.0
10,Demographics,Fixed telephone subscriptions,H7_Vaccination policy,Bhutan,BTN,21581.0,number,2019.0
11,Governance,Corruption Perceptions Index,H7_Vaccination policy,Bhutan,BTN,68.0,score,2020.0
12,Environment,"Adjusted net savings, including particulate emission damage",H7_Vaccination policy,Bhutan,BTN,16.7546333237009,percent of GNI,2018.0
13,Health,Prevalence of Diabetes,H7_Vaccination policy,Bhutan,BTN,0.046305,percent,2019.0
14,Social issues ,Net migration,H7_Vaccination policy,Bhutan,BTN,1600.0,net total / data are 5 year estimates,2019.0
15,Health,Prevalence of total cancers,H7_Vaccination policy,Bhutan,BTN,0.002882,percent,2019.0
16,Health,"Immunization, DPT (% of children ages 12-23 months)",H7_Vaccination policy,Bhutan,BTN,97.0,percent,2019.0
17,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),H7_Vaccination policy,Bhutan,BTN,2.4,percent,2018.0
18,Health,Prevalence of Depressive disorders,H7_Vaccination policy,Bhutan,BTN,0.040635,percent,2019.0
19,Environment,CO2 emissions (kt),H7_Vaccination policy,Bhutan,BTN,1261.448,kt,2016.0
20,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",H7_Vaccination policy,Bhutan,BTN,2.3900001,percent of total labor force,2020.0
21,Health,"Immunization, measles (% of children ages 12-23 months)",H7_Vaccination policy,Bhutan,BTN,97.0,percent,2019.0
22,Demographics,"Age dependency ratio, old (% of working-age population)",H7_Vaccination policy,Bhutan,BTN,8.886183461129756,proportion,2019.0
24,Health,Prevalence of Hypertensive heart disease,H7_Vaccination policy,Bhutan,BTN,0.0006,percent,2019.0
25,Environment,"PM2.5 air pollution, mean annual exposure",H7_Vaccination policy,Bhutan,BTN,37.9265,micrograms per cubic meter,2017.0
27,Economics,Volume of imports,H7_Vaccination policy,Bhutan,BTN,-3.93,percent change,2020.0
