ISO,Policy,score,rank
SVN,H7_Vaccination policy,0.0771227486428848,1
SVN,H6_Facial Coverings,0.0747644266328073,2
SVN,C6_Stay at home requirements,0.0722436320182455,3
SVN,C5_Close public transport,0.0676664950128247,4
SVN,C1_School closing,0.0675357836748916,5
SVN,C2_Workplace closing,0.0655408433040958,6
SVN,C7_Restrictions on internal movement,0.0592452326665596,7
SVN,E1_Income support,0.0581907271120561,8
SVN,C4_Restrictions on gatherings,0.0568770484709396,9
SVN,C3_Cancel public events,0.0560854218018956,10
SVN,E2_Debt/contract relief,0.0548916410194056,11
SVN,H3_Contact tracing,0.0486415226946081,12
SVN,H2_Testing policy,0.0403535404700649,13
SVN,C8_International travel controls,0.0367932535127642,14
SVN,H1_Public information campaigns,0.0298764781285567,15
