ISO,Policy,score,rank
DZA,H7_Vaccination policy,0.0862709390295893,1
DZA,H3_Contact tracing,0.0857235135919664,2
DZA,C1_School closing,0.0783400518976677,3
DZA,C8_International travel controls,0.0687211610199022,4
DZA,C3_Cancel public events,0.067321229612862,5
DZA,C2_Workplace closing,0.0655661581362312,6
DZA,E2_Debt/contract relief,0.0592499847243598,7
DZA,C4_Restrictions on gatherings,0.0588994381916779,8
DZA,H6_Facial Coverings,0.0552328582615497,9
DZA,E1_Income support,0.0491171951783432,10
DZA,H1_Public information campaigns,0.048083992977663,11
DZA,C7_Restrictions on internal movement,0.0468705831549517,12
DZA,H2_Testing policy,0.0455551992099738,13
DZA,C5_Close public transport,0.031189023160541,14
DZA,C6_Stay at home requirements,0.0,15
