ISO,Policy,score,rank
ARG,H7_Vaccination policy,0.077347644340961,1
ARG,H2_Testing policy,0.0735444684588733,2
ARG,C8_International travel controls,0.0732212121036841,3
ARG,C1_School closing,0.0726624285109145,4
ARG,C2_Workplace closing,0.0701236799324765,5
ARG,E2_Debt/contract relief,0.0633627444260648,6
ARG,C4_Restrictions on gatherings,0.060280178038069,7
ARG,H6_Facial Coverings,0.0489445321418883,8
ARG,C6_Stay at home requirements,0.0461902670650465,9
ARG,C7_Restrictions on internal movement,0.0436571314405764,10
ARG,C5_Close public transport,0.0368988173745692,11
ARG,E1_Income support,0.0364035216843446,12
ARG,H1_Public information campaigns,0.0326819960849931,13
ARG,H3_Contact tracing,0.0287948974585843,14
ARG,C3_Cancel public events,0.0,15
