ISO,Policy,score,rank
KAZ,H7_Vaccination policy,0.1072073163121905,1
KAZ,H6_Facial Coverings,0.1026416126952537,2
KAZ,C8_International travel controls,0.1018862725228796,3
KAZ,H3_Contact tracing,0.0679978692677609,4
KAZ,E1_Income support,0.0654491571949983,5
KAZ,C5_Close public transport,0.0644046574767854,6
KAZ,H2_Testing policy,0.0562919287999535,7
KAZ,C7_Restrictions on internal movement,0.0478693651143225,8
KAZ,C6_Stay at home requirements,0.04347998869295,9
KAZ,C1_School closing,0.0421999605908978,10
KAZ,C2_Workplace closing,0.0368507648226737,11
KAZ,H1_Public information campaigns,0.025466554960076,12
KAZ,E2_Debt/contract relief,0.0131942913587269,13
KAZ,C4_Restrictions on gatherings,0.0131849673564053,14
KAZ,C3_Cancel public events,0.0102940719243207,15
