ISO,Policy,score,rank
SRB,H7_Vaccination policy,0.1135879847133086,1
SRB,H2_Testing policy,0.1054274742134361,2
SRB,C1_School closing,0.0835999937752925,3
SRB,H6_Facial Coverings,0.0612100298360019,4
SRB,C7_Restrictions on internal movement,0.0593262845232845,5
SRB,C4_Restrictions on gatherings,0.0559588728297913,6
SRB,C8_International travel controls,0.0557500923981655,7
SRB,E2_Debt/contract relief,0.0547346798626532,8
SRB,C5_Close public transport,0.0512339302152732,9
SRB,E1_Income support,0.0469805110526105,10
SRB,C2_Workplace closing,0.0459944124833166,11
SRB,C3_Cancel public events,0.0377772716833989,12
SRB,C6_Stay at home requirements,0.0353045697321026,13
SRB,H3_Contact tracing,0.0332583920309302,14
SRB,H1_Public information campaigns,0.0211959214504924,15
