ISO,Policy,score,rank
GMB,H6_Facial Coverings,0.1293802899356667,1
GMB,H7_Vaccination policy,0.0993331315840724,2
GMB,C3_Cancel public events,0.0773667915962342,3
GMB,H2_Testing policy,0.074951004712254,4
GMB,C2_Workplace closing,0.07436275383749,5
GMB,C7_Restrictions on internal movement,0.0729943466348323,6
GMB,C4_Restrictions on gatherings,0.0671741721361153,7
GMB,C5_Close public transport,0.0666728826470635,8
GMB,E2_Debt/contract relief,0.0600138267702786,9
GMB,C1_School closing,0.0516577695149959,10
GMB,E1_Income support,0.0505363093883085,11
GMB,H3_Contact tracing,0.0254223415652013,12
GMB,C8_International travel controls,0.020907528162815,13
GMB,C6_Stay at home requirements,0.0208047094353603,14
GMB,H1_Public information campaigns,0.0045610760012932,15
