ISO,Policy,score,rank
AND,H7_Vaccination policy,0.0848950705709721,1
AND,H2_Testing policy,0.0794171110656086,2
AND,C4_Restrictions on gatherings,0.0715087165431506,3
AND,E2_Debt/contract relief,0.0693898958952713,4
AND,H1_Public information campaigns,0.065222346083543,5
AND,C8_International travel controls,0.0644493388490335,6
AND,C3_Cancel public events,0.0615041667216094,7
AND,C1_School closing,0.0593069590270184,8
AND,H3_Contact tracing,0.0553918822557175,9
AND,H6_Facial Coverings,0.054044162094848,10
AND,C6_Stay at home requirements,0.0522765212876354,11
AND,C5_Close public transport,0.0511562592250342,12
AND,C2_Workplace closing,0.0491528733028177,13
AND,E1_Income support,0.0032573844903607,14
AND,C7_Restrictions on internal movement,0.0,15
