ISO,Policy,score,rank
SVK,H7_Vaccination policy,0.0979931135879403,1
SVK,H6_Facial Coverings,0.0781639810319208,2
SVK,C2_Workplace closing,0.075240678635178,3
SVK,C4_Restrictions on gatherings,0.0713469320614953,4
SVK,C6_Stay at home requirements,0.067083980468389,5
SVK,C7_Restrictions on internal movement,0.0623881877494234,6
SVK,H2_Testing policy,0.0616138544872887,7
SVK,C1_School closing,0.0574414770965681,8
SVK,H3_Contact tracing,0.051069991178783,9
SVK,E1_Income support,0.0441944147426167,10
SVK,C8_International travel controls,0.0393150533640206,11
SVK,E2_Debt/contract relief,0.0379838745049096,12
SVK,C3_Cancel public events,0.0350577841339526,13
SVK,C5_Close public transport,0.0305085671155417,14
SVK,H1_Public information campaigns,0.0211605299561001,15
