ISO,Policy,score,rank
AFG,H7_Vaccination policy,0.1236794240632756,1
AFG,C8_International travel controls,0.1199626372892702,2
AFG,H6_Facial Coverings,0.1172724845882938,3
AFG,C4_Restrictions on gatherings,0.0903228325020555,4
AFG,H1_Public information campaigns,0.0750217523609828,5
AFG,C1_School closing,0.0658406850339824,6
AFG,H3_Contact tracing,0.0633992558157472,7
AFG,C2_Workplace closing,0.048369372450387,8
AFG,C7_Restrictions on internal movement,0.0471306896070663,9
AFG,E2_Debt/contract relief,0.0424295105271801,10
AFG,C5_Close public transport,0.0305645784121656,11
AFG,C3_Cancel public events,0.0267058646226591,12
AFG,H2_Testing policy,0.0239518240953206,13
AFG,E1_Income support,0.0185008061863725,14
AFG,C6_Stay at home requirements,0.0094360405537273,15
