ISO,Policy,score,rank
ESP,H7_Vaccination policy,0.0870007306963933,1
ESP,H6_Facial Coverings,0.0782404704983381,2
ESP,C1_School closing,0.0713097481308782,3
ESP,C7_Restrictions on internal movement,0.0653140623782001,4
ESP,C6_Stay at home requirements,0.0651513914176066,5
ESP,E2_Debt/contract relief,0.0638771003584563,6
ESP,C2_Workplace closing,0.0586597300529292,7
ESP,C8_International travel controls,0.0583709694080906,8
ESP,H2_Testing policy,0.0530404205268314,9
ESP,C4_Restrictions on gatherings,0.051369141588774,10
ESP,E1_Income support,0.0511244805571214,11
ESP,C5_Close public transport,0.0399118574463103,12
ESP,C3_Cancel public events,0.0364321941823815,13
ESP,H1_Public information campaigns,0.0244836922985559,14
ESP,H3_Contact tracing,0.00748484936272,15
