ISO,Policy,score,rank
ISL,H7_Vaccination policy,0.1095858129724222,1
ISL,C4_Restrictions on gatherings,0.0952055048258115,2
ISL,E1_Income support,0.082991586274335,3
ISL,H6_Facial Coverings,0.0806139348650817,4
ISL,C2_Workplace closing,0.0798845097739121,5
ISL,C3_Cancel public events,0.0655025856623731,6
ISL,C1_School closing,0.0588219606736279,7
ISL,C8_International travel controls,0.0564033560942849,8
ISL,H2_Testing policy,0.0540983479182284,9
ISL,C5_Close public transport,0.042471220679051,10
ISL,E2_Debt/contract relief,0.0374716648054848,11
ISL,C7_Restrictions on internal movement,0.0337747187407252,12
ISL,H1_Public information campaigns,0.0272075729119701,13
ISL,H3_Contact tracing,0.0229490179293898,14
ISL,C6_Stay at home requirements,0.0,15
