ISO,Policy,score,rank
BFA,E2_Debt/contract relief,0.0758782357962602,1
BFA,H2_Testing policy,0.0756521952502974,2
BFA,C8_International travel controls,0.0706429771543924,3
BFA,C4_Restrictions on gatherings,0.0666595613732474,4
BFA,H6_Facial Coverings,0.0663909173153523,5
BFA,C5_Close public transport,0.0618825146374892,6
BFA,H3_Contact tracing,0.0587259259442558,7
BFA,C6_Stay at home requirements,0.0574810720439177,8
BFA,C7_Restrictions on internal movement,0.05330221578673,9
BFA,C1_School closing,0.0504242412727198,10
BFA,C2_Workplace closing,0.0478859112802024,11
BFA,E1_Income support,0.0409755582715581,12
BFA,H1_Public information campaigns,0.0400367149138148,13
BFA,C3_Cancel public events,0.0367110747055808,14
BFA,H7_Vaccination policy,0.0363219418620533,15
