ISO,Policy,score,rank
TUN,H7_Vaccination policy,0.0997339330649565,1
TUN,H6_Facial Coverings,0.0908037092131918,2
TUN,E2_Debt/contract relief,0.0763273097520988,3
TUN,H3_Contact tracing,0.0667713267068702,4
TUN,C5_Close public transport,0.0592226071333744,5
TUN,C6_Stay at home requirements,0.0567318724165722,6
TUN,C3_Cancel public events,0.0555456512621905,7
TUN,C1_School closing,0.054854785456586,8
TUN,C2_Workplace closing,0.0535818911679498,9
TUN,C8_International travel controls,0.0518180092306932,10
TUN,C7_Restrictions on internal movement,0.0503706177996332,11
TUN,C4_Restrictions on gatherings,0.0455275416410632,12
TUN,H1_Public information campaigns,0.0449748873309477,13
TUN,H2_Testing policy,0.0428271282089451,14
TUN,E1_Income support,0.0195626633795671,15
