ISO,Policy,score,rank
IND,H7_Vaccination policy,0.1038648128525064,1
IND,E2_Debt/contract relief,0.0894952570472122,2
IND,H2_Testing policy,0.0846038580536363,3
IND,C5_Close public transport,0.0814382687563945,4
IND,E1_Income support,0.0748007401457769,5
IND,C7_Restrictions on internal movement,0.0709950879822692,6
IND,C2_Workplace closing,0.0671309779909168,7
IND,C8_International travel controls,0.0602631600469959,8
IND,C1_School closing,0.0537622113217908,9
IND,H3_Contact tracing,0.0485579733596302,10
IND,H6_Facial Coverings,0.0387829558607148,11
IND,C3_Cancel public events,0.0175043516128531,12
IND,H1_Public information campaigns,0.0124986767547781,13
IND,C6_Stay at home requirements,0.00682206224917,14
IND,C4_Restrictions on gatherings,0.0,15
