ISO,Policy,score,rank
CHN,H2_Testing policy,0.0988676314156329,1
CHN,C6_Stay at home requirements,0.083975674197383,2
CHN,H7_Vaccination policy,0.0775693194267231,3
CHN,E1_Income support,0.0747402284854648,4
CHN,C8_International travel controls,0.0638246959321716,5
CHN,H6_Facial Coverings,0.0619027024194109,6
CHN,C4_Restrictions on gatherings,0.0554013503962663,7
CHN,E2_Debt/contract relief,0.0534127964344083,8
CHN,C2_Workplace closing,0.0528877847278018,9
CHN,C5_Close public transport,0.0436516015603842,10
CHN,C1_School closing,0.0420637137712118,11
CHN,C7_Restrictions on internal movement,0.0324765767608823,12
CHN,C3_Cancel public events,0.028363305711196,13
CHN,H1_Public information campaigns,0.0226461983425995,14
CHN,H3_Contact tracing,0.0194154414810359,15
