ISO,Policy,score,rank
BRN,H7_Vaccination policy,0.0758081347248865,1
BRN,H3_Contact tracing,0.0738026542154539,2
BRN,C4_Restrictions on gatherings,0.0705021011766443,3
BRN,C8_International travel controls,0.0689525918146787,4
BRN,C3_Cancel public events,0.0658950978431733,5
BRN,E2_Debt/contract relief,0.0657819399261921,6
BRN,C2_Workplace closing,0.0630706277889561,7
BRN,C1_School closing,0.0606009488320871,8
BRN,C7_Restrictions on internal movement,0.0581173220672722,9
BRN,E1_Income support,0.0508315421644896,10
BRN,H2_Testing policy,0.0492534721859757,11
BRN,H1_Public information campaigns,0.0351389982342054,12
BRN,C6_Stay at home requirements,0.0321038117433101,13
BRN,C5_Close public transport,0.0127509066766012,14
BRN,H6_Facial Coverings,0.0,15
