ISO,Policy,score,rank
BRB,H7_Vaccination policy,0.1036892150540336,1
BRB,H6_Facial Coverings,0.0968644378193668,2
BRB,C2_Workplace closing,0.0961038025251813,3
BRB,H2_Testing policy,0.0851562692130179,4
BRB,C4_Restrictions on gatherings,0.0768941937812943,5
BRB,C6_Stay at home requirements,0.0718675833120916,6
BRB,C1_School closing,0.0635218884324584,7
BRB,E2_Debt/contract relief,0.0582399940078902,8
BRB,C7_Restrictions on internal movement,0.0523386694569488,9
BRB,C5_Close public transport,0.0495974814720612,10
BRB,H1_Public information campaigns,0.0485902447955105,11
BRB,C8_International travel controls,0.0461099037174451,12
BRB,C3_Cancel public events,0.0343385844848836,13
BRB,H3_Contact tracing,0.0151896541098409,14
BRB,E1_Income support,0.0040396836881975,15
