ISO,Policy,score,rank
NER,E2_Debt/contract relief,0.0817902414996551,1
NER,C8_International travel controls,0.0797128966484208,2
NER,C2_Workplace closing,0.0769574947403728,3
NER,C4_Restrictions on gatherings,0.0688316935125918,4
NER,H6_Facial Coverings,0.0678971267674138,5
NER,C6_Stay at home requirements,0.0653953403967928,6
NER,C7_Restrictions on internal movement,0.0612618378553916,7
NER,C1_School closing,0.0612240111811049,8
NER,H2_Testing policy,0.0580041369835824,9
NER,H3_Contact tracing,0.0541261241559081,10
NER,H1_Public information campaigns,0.0411201504263112,11
NER,E1_Income support,0.0343598640709369,12
NER,C5_Close public transport,0.0333291800287346,13
NER,C3_Cancel public events,0.0279810699558799,14
NER,H7_Vaccination policy,0.0111932101713776,15
