ISO,Policy,score,rank
AGO,H7_Vaccination policy,0.0892046847525109,1
AGO,H2_Testing policy,0.0749015865908356,2
AGO,C1_School closing,0.0731742573509634,3
AGO,H6_Facial Coverings,0.0658811918031544,4
AGO,C7_Restrictions on internal movement,0.0599341714289662,5
AGO,C5_Close public transport,0.0567008849811467,6
AGO,C8_International travel controls,0.051046882652807,7
AGO,C4_Restrictions on gatherings,0.0507160760101598,8
AGO,E1_Income support,0.050214118775709,9
AGO,H1_Public information campaigns,0.0500358947141314,10
AGO,C6_Stay at home requirements,0.0484118721155841,11
AGO,C3_Cancel public events,0.0467597951584099,12
AGO,E2_Debt/contract relief,0.0456175841780399,13
AGO,C2_Workplace closing,0.0424739142816268,14
AGO,H3_Contact tracing,0.0341686842038108,15
