ISO,Policy,score,rank
AUS,H6_Facial Coverings,0.0976459843855503,1
AUS,E2_Debt/contract relief,0.0869572541131864,2
AUS,H2_Testing policy,0.0825707614791038,3
AUS,E1_Income support,0.0754328145902421,4
AUS,C3_Cancel public events,0.0724726299874661,5
AUS,C2_Workplace closing,0.0684420117800493,6
AUS,C1_School closing,0.0675336000858061,7
AUS,C6_Stay at home requirements,0.0587507868585683,8
AUS,C8_International travel controls,0.0540688386178573,9
AUS,C4_Restrictions on gatherings,0.051340952954145,10
AUS,H7_Vaccination policy,0.0379136327193278,11
AUS,C7_Restrictions on internal movement,0.0279714897198104,12
AUS,C5_Close public transport,0.0094650185804362,13
AUS,H1_Public information campaigns,0.0024868862289724,14
AUS,H3_Contact tracing,0.0,15
