ISO,Policy,score,rank
FIN,H7_Vaccination policy,0.0928649447436227,1
FIN,H6_Facial Coverings,0.0881467420329401,2
FIN,C3_Cancel public events,0.0834977726020623,3
FIN,C1_School closing,0.0708596123743406,4
FIN,C4_Restrictions on gatherings,0.0708003710560614,5
FIN,C8_International travel controls,0.0707677792642252,6
FIN,C6_Stay at home requirements,0.0675160905106656,7
FIN,C7_Restrictions on internal movement,0.0662104791168139,8
FIN,E2_Debt/contract relief,0.0477821066245706,9
FIN,H2_Testing policy,0.0469450055174523,10
FIN,H3_Contact tracing,0.0294843682192372,11
FIN,H1_Public information campaigns,0.0226788377668534,12
FIN,C2_Workplace closing,0.0086755020830987,13
FIN,E1_Income support,0.0012291514489037,14
FIN,C5_Close public transport,0.0,15
