ISO,Policy,score,rank
MMR,E2_Debt/contract relief,0.0964996692172128,1
MMR,C8_International travel controls,0.0719136170551781,2
MMR,H3_Contact tracing,0.0718847497789437,3
MMR,H7_Vaccination policy,0.0687070862578973,4
MMR,C7_Restrictions on internal movement,0.0684139260819808,5
MMR,C6_Stay at home requirements,0.0653045697728556,6
MMR,C4_Restrictions on gatherings,0.065235659585427,7
MMR,C1_School closing,0.061692594650459,8
MMR,H6_Facial Coverings,0.0616582283339962,9
MMR,C2_Workplace closing,0.0513514140315367,10
MMR,H2_Testing policy,0.042323281347408,11
MMR,C5_Close public transport,0.0339461763655591,12
MMR,E1_Income support,0.0300978583707863,13
MMR,H1_Public information campaigns,0.0143565291965662,14
MMR,C3_Cancel public events,0.0,15
