ISO,Policy,score,rank
USA,H7_Vaccination policy,0.093666603723983,1
USA,C1_School closing,0.0821168099200053,2
USA,H6_Facial Coverings,0.0761314109324531,3
USA,C2_Workplace closing,0.0751021889904849,4
USA,C6_Stay at home requirements,0.0741246238373784,5
USA,C4_Restrictions on gatherings,0.0708229927274738,6
USA,C7_Restrictions on internal movement,0.0667353146160733,7
USA,E1_Income support,0.0526400291911048,8
USA,E2_Debt/contract relief,0.0495106663642016,9
USA,C8_International travel controls,0.0304789019402036,10
USA,C5_Close public transport,0.0302054607777837,11
USA,H1_Public information campaigns,0.0212127662235495,12
USA,H2_Testing policy,0.0120314360960716,13
USA,C3_Cancel public events,0.0116090896636494,14
USA,H3_Contact tracing,0.0,15
