ISO,Policy,score,rank
VEN,H7_Vaccination policy,0.0785493528768831,1
VEN,H6_Facial Coverings,0.0735944621512835,2
VEN,E1_Income support,0.0712065091531003,3
VEN,C5_Close public transport,0.0692189648495728,4
VEN,C7_Restrictions on internal movement,0.0625937477390648,5
VEN,C2_Workplace closing,0.0599445551976041,6
VEN,C4_Restrictions on gatherings,0.0512470376593384,7
VEN,C6_Stay at home requirements,0.0488515986358169,8
VEN,E2_Debt/contract relief,0.0466952513341766,9
VEN,H2_Testing policy,0.0454906364060682,10
VEN,C8_International travel controls,0.0450431000625719,11
VEN,C1_School closing,0.0429827962242899,12
VEN,H3_Contact tracing,0.0424827363012162,13
VEN,H1_Public information campaigns,0.0382429603645941,14
VEN,C3_Cancel public events,0.0332573168821907,15
