ISO,Policy,score,rank
TCD,H2_Testing policy,0.1357744006415359,1
TCD,H6_Facial Coverings,0.0960061490560162,2
TCD,H3_Contact tracing,0.0909018235998563,3
TCD,C6_Stay at home requirements,0.0778739163727658,4
TCD,C1_School closing,0.0777590772969619,5
TCD,C3_Cancel public events,0.0631872489871549,6
TCD,E2_Debt/contract relief,0.0619449450790858,7
TCD,C2_Workplace closing,0.0596073926996838,8
TCD,C8_International travel controls,0.0564445821285462,9
TCD,C7_Restrictions on internal movement,0.0498554981305904,10
TCD,C4_Restrictions on gatherings,0.0409738262273629,11
TCD,H1_Public information campaigns,0.0262004654985448,12
TCD,E1_Income support,0.0238325903418915,13
TCD,C5_Close public transport,0.0034014471742489,14
TCD,H7_Vaccination policy,0.0,15
