ISO,Policy,score,rank
MDA,H6_Facial Coverings,0.1327407017374696,1
MDA,C8_International travel controls,0.1269782990932547,2
MDA,H1_Public information campaigns,0.0970891977666133,3
MDA,C7_Restrictions on internal movement,0.0611288070295964,4
MDA,C1_School closing,0.0593965823898367,5
MDA,H3_Contact tracing,0.0545341304280602,6
MDA,C3_Cancel public events,0.0521344768353046,7
MDA,C2_Workplace closing,0.0493872628818126,8
MDA,H2_Testing policy,0.0490216705704933,9
MDA,E1_Income support,0.0452697880396212,10
MDA,C4_Restrictions on gatherings,0.0386316189104265,11
MDA,C6_Stay at home requirements,0.0380484800679809,12
MDA,H7_Vaccination policy,0.0349946100203893,13
MDA,C5_Close public transport,0.0137351298832143,14
MDA,E2_Debt/contract relief,0.0,15
