ISO,Policy,score,rank
MLT,H7_Vaccination policy,0.1205496236156469,1
MLT,H6_Facial Coverings,0.0997337401696034,2
MLT,C2_Workplace closing,0.0725000334101443,3
MLT,C3_Cancel public events,0.0708084643435402,4
MLT,C4_Restrictions on gatherings,0.0620266537564394,5
MLT,C1_School closing,0.0589331091468956,6
MLT,C7_Restrictions on internal movement,0.0567013708411072,7
MLT,C5_Close public transport,0.0561260918304461,8
MLT,C8_International travel controls,0.0547025278810795,9
MLT,H2_Testing policy,0.0519871643355527,10
MLT,H1_Public information campaigns,0.0420606020306664,11
MLT,E2_Debt/contract relief,0.0316678322334759,12
MLT,H3_Contact tracing,0.0311692091594516,13
MLT,E1_Income support,0.0264652323342511,14
MLT,C6_Stay at home requirements,0.0197517067304599,15
