ISO,Policy,score,rank
BTN,H7_Vaccination policy,0.102416805519036,1
BTN,H6_Facial Coverings,0.0781454671715648,2
BTN,C1_School closing,0.0752660284045674,3
BTN,C2_Workplace closing,0.0698909981188444,4
BTN,C4_Restrictions on gatherings,0.0644849676669643,5
BTN,E1_Income support,0.0626947272854109,6
BTN,C5_Close public transport,0.0592997542981688,7
BTN,C7_Restrictions on internal movement,0.0550033332746445,8
BTN,C6_Stay at home requirements,0.0514307723852459,9
BTN,C8_International travel controls,0.0514003942998506,10
BTN,H2_Testing policy,0.0497636797166148,11
BTN,E2_Debt/contract relief,0.0309386092674654,12
BTN,H1_Public information campaigns,0.0250252669005173,13
BTN,H3_Contact tracing,0.0216553538923725,14
BTN,C3_Cancel public events,0.0,15
