ISO,Policy,score,rank
MWI,H7_Vaccination policy,0.0987172456931456,1
MWI,C5_Close public transport,0.0882220505900667,2
MWI,C1_School closing,0.0874189206727457,3
MWI,C3_Cancel public events,0.0753203685695257,4
MWI,C2_Workplace closing,0.0747888682116658,5
MWI,H2_Testing policy,0.0727482594317685,6
MWI,E2_Debt/contract relief,0.0656333852346249,7
MWI,E1_Income support,0.0618290884156532,8
MWI,H6_Facial Coverings,0.0497730276277305,9
MWI,C6_Stay at home requirements,0.0470072954237748,10
MWI,C8_International travel controls,0.0312737104584334,11
MWI,H3_Contact tracing,0.030495239491549,12
MWI,H1_Public information campaigns,0.0151792413030658,13
MWI,C7_Restrictions on internal movement,0.0030376264445574,14
MWI,C4_Restrictions on gatherings,0.0,15
