ISO,Policy,score,rank
RUS,H7_Vaccination policy,0.099338213781551,1
RUS,C4_Restrictions on gatherings,0.0797286184262494,2
RUS,E1_Income support,0.0749269907222236,3
RUS,C8_International travel controls,0.0636589874697735,4
RUS,H3_Contact tracing,0.0609681113457419,5
RUS,H2_Testing policy,0.0566963377010505,6
RUS,C1_School closing,0.0533139665263113,7
RUS,C6_Stay at home requirements,0.0529889906095412,8
RUS,H6_Facial Coverings,0.0486668281533947,9
RUS,C2_Workplace closing,0.0485463348958777,10
RUS,C7_Restrictions on internal movement,0.0398714360134292,11
RUS,E2_Debt/contract relief,0.0343986607947414,12
RUS,H1_Public information campaigns,0.033910671951877,13
RUS,C5_Close public transport,0.0224381220166597,14
RUS,C3_Cancel public events,0.0,15
