ISO,Policy,score,rank
LUX,H7_Vaccination policy,0.106691228387266,1
LUX,C8_International travel controls,0.0836442218682382,2
LUX,C2_Workplace closing,0.0731359780758574,3
LUX,H6_Facial Coverings,0.072471957717697,4
LUX,E1_Income support,0.0694229259465491,5
LUX,C1_School closing,0.0611138620406455,6
LUX,C3_Cancel public events,0.0599118604335928,7
LUX,C6_Stay at home requirements,0.0540947967504061,8
LUX,C7_Restrictions on internal movement,0.0508965465401039,9
LUX,H2_Testing policy,0.0504712489226251,10
LUX,C4_Restrictions on gatherings,0.0480554487840531,11
LUX,C5_Close public transport,0.0257070252589447,12
LUX,H3_Contact tracing,0.0251358456227864,13
LUX,H1_Public information campaigns,0.0248925734124447,14
LUX,E2_Debt/contract relief,0.0189310055564377,15
