ISO,Policy,score,rank
HND,H7_Vaccination policy,0.1057812046159985,1
HND,H6_Facial Coverings,0.0879354280878138,2
HND,E1_Income support,0.0836598467321975,3
HND,H3_Contact tracing,0.0732202901364251,4
HND,C5_Close public transport,0.0685506235595985,5
HND,C8_International travel controls,0.0613959914069242,6
HND,C6_Stay at home requirements,0.0536979093058244,7
HND,C2_Workplace closing,0.0499401668612786,8
HND,C7_Restrictions on internal movement,0.046776190976459,9
HND,C3_Cancel public events,0.0408701849935688,10
HND,H1_Public information campaigns,0.0392185900264693,11
HND,H2_Testing policy,0.0366239420702209,12
HND,E2_Debt/contract relief,0.0335933076387533,13
HND,C4_Restrictions on gatherings,0.0102088122710465,14
HND,C1_School closing,0.0,15
