ISO,Policy,score,rank
LSO,H7_Vaccination policy,0.0940538854015845,1
LSO,C5_Close public transport,0.0932785566396327,2
LSO,H6_Facial Coverings,0.0777658281191098,3
LSO,H2_Testing policy,0.0683802386989132,4
LSO,C4_Restrictions on gatherings,0.0589231151862105,5
LSO,C1_School closing,0.057428289871339,6
LSO,H3_Contact tracing,0.0567075277515657,7
LSO,C2_Workplace closing,0.0519644352437494,8
LSO,C3_Cancel public events,0.0475842687904442,9
LSO,E2_Debt/contract relief,0.0467992239840592,10
LSO,C8_International travel controls,0.0420947841457685,11
LSO,E1_Income support,0.034493048524964,12
LSO,H1_Public information campaigns,0.0295293625768055,13
LSO,C7_Restrictions on internal movement,0.0287274846307631,14
LSO,C6_Stay at home requirements,0.0,15
