ISO,Policy,score,rank
THA,H7_Vaccination policy,0.0863360990040936,1
THA,C2_Workplace closing,0.0828932000541641,2
THA,C1_School closing,0.081745029819411,3
THA,C6_Stay at home requirements,0.0812080167484712,4
THA,C4_Restrictions on gatherings,0.0768514247677827,5
THA,C7_Restrictions on internal movement,0.0766637398538576,6
THA,H6_Facial Coverings,0.0703903267724475,7
THA,H2_Testing policy,0.0617671704157266,8
THA,H1_Public information campaigns,0.0597790852699577,9
THA,C8_International travel controls,0.0432246462145404,10
THA,E2_Debt/contract relief,0.0394108517790619,11
THA,H3_Contact tracing,0.0388441320230565,12
THA,E1_Income support,0.0354258380254085,13
THA,C3_Cancel public events,0.0222752041881625,14
THA,C5_Close public transport,0.015028992145387,15
