ISO,Policy,score,rank
POL,H7_Vaccination policy,0.1068172797265611,1
POL,E1_Income support,0.0870484069115399,2
POL,C1_School closing,0.0793405563218899,3
POL,C8_International travel controls,0.0733985253349062,4
POL,C5_Close public transport,0.0677367356451819,5
POL,H6_Facial Coverings,0.064844777761092,6
POL,C2_Workplace closing,0.0625025640168974,7
POL,C4_Restrictions on gatherings,0.0606905004847363,8
POL,H2_Testing policy,0.0574715067744656,9
POL,C3_Cancel public events,0.0408911248379305,10
POL,C7_Restrictions on internal movement,0.038333255110496,11
POL,H3_Contact tracing,0.0348945229025097,12
POL,C6_Stay at home requirements,0.02947966457721,13
POL,E2_Debt/contract relief,0.0219053864086682,14
POL,H1_Public information campaigns,0.0097197173471942,15
