ISO,Policy,score,rank
CMR,H3_Contact tracing,0.079108333130091,1
CMR,H1_Public information campaigns,0.0724242434481401,2
CMR,H2_Testing policy,0.0721294391213233,3
CMR,C2_Workplace closing,0.0697119660915362,4
CMR,E2_Debt/contract relief,0.0650555574328715,5
CMR,C8_International travel controls,0.0609547297340698,6
CMR,E1_Income support,0.0587865621890119,7
CMR,C1_School closing,0.0574155188253969,8
CMR,C5_Close public transport,0.0519441449237139,9
CMR,C4_Restrictions on gatherings,0.049945521965064,10
CMR,H6_Facial Coverings,0.0499200334920518,11
CMR,C7_Restrictions on internal movement,0.0435502643649013,12
CMR,C6_Stay at home requirements,0.0430228995835494,13
CMR,C3_Cancel public events,0.0293224345642702,14
CMR,H7_Vaccination policy,0.0,15
