ISO,Policy,score,rank
ERI,H6_Facial Coverings,0.1254487629383291,1
ERI,E2_Debt/contract relief,0.0949084064353696,2
ERI,C4_Restrictions on gatherings,0.0801700856175038,3
ERI,C8_International travel controls,0.0705353025826586,4
ERI,C2_Workplace closing,0.0682147378684195,5
ERI,H2_Testing policy,0.0672911101013805,6
ERI,C1_School closing,0.0654565670088242,7
ERI,H3_Contact tracing,0.0571098301796166,8
ERI,H1_Public information campaigns,0.0536049324686909,9
ERI,C6_Stay at home requirements,0.0475899932298521,10
ERI,C7_Restrictions on internal movement,0.0371125731977259,11
ERI,E1_Income support,0.0275167793367661,12
ERI,C5_Close public transport,0.0256289959835532,13
ERI,C3_Cancel public events,0.0068583892307302,14
ERI,H7_Vaccination policy,0.0,15
