ISO,Policy,score,rank
BOL,H7_Vaccination policy,0.1060813368126563,1
BOL,H3_Contact tracing,0.0767386118905178,2
BOL,C6_Stay at home requirements,0.0743872382361856,3
BOL,C8_International travel controls,0.0742017124741757,4
BOL,E2_Debt/contract relief,0.0656801210563408,5
BOL,C3_Cancel public events,0.0604090023797927,6
BOL,C7_Restrictions on internal movement,0.0594478428740964,7
BOL,C2_Workplace closing,0.0511305759457697,8
BOL,H6_Facial Coverings,0.0468940347037282,9
BOL,C1_School closing,0.0445424523362792,10
BOL,H2_Testing policy,0.0383282012537923,11
BOL,C5_Close public transport,0.0376260231644098,12
BOL,H1_Public information campaigns,0.033044027708163,13
BOL,C4_Restrictions on gatherings,0.0304666495754748,14
BOL,E1_Income support,0.0117741225360079,15
