ISO,Policy,score,rank
COG,H2_Testing policy,0.1144126103561483,1
COG,C8_International travel controls,0.1102650763884199,2
COG,H6_Facial Coverings,0.1065559384661744,3
COG,C2_Workplace closing,0.1055027080299234,4
COG,H7_Vaccination policy,0.08084539701216,5
COG,E1_Income support,0.069605590109892,6
COG,C4_Restrictions on gatherings,0.0534563042334348,7
COG,H3_Contact tracing,0.052349328782778,8
COG,E2_Debt/contract relief,0.0361411772003696,9
COG,C1_School closing,0.0312412797902768,10
COG,C6_Stay at home requirements,0.028547477593633,11
COG,C3_Cancel public events,0.0239237390798179,12
COG,C7_Restrictions on internal movement,0.021823486117703,13
COG,H1_Public information campaigns,0.0189215634630077,14
COG,C5_Close public transport,0.0,15
