ISO,Policy,score,rank
SLV,H6_Facial Coverings,0.1276004002927658,1
SLV,C8_International travel controls,0.1009415210433049,2
SLV,H2_Testing policy,0.0832057539310791,3
SLV,C4_Restrictions on gatherings,0.075628997936568,4
SLV,E2_Debt/contract relief,0.0742707149356972,5
SLV,H3_Contact tracing,0.0697097759134219,6
SLV,C2_Workplace closing,0.0693845791436457,7
SLV,C3_Cancel public events,0.062689844705839,8
SLV,C6_Stay at home requirements,0.0577339536731004,9
SLV,C1_School closing,0.054764957016173,10
SLV,C5_Close public transport,0.0528551947253574,11
SLV,H7_Vaccination policy,0.0388757339960617,12
SLV,C7_Restrictions on internal movement,0.0288262340745695,13
SLV,E1_Income support,0.01630064679692,14
SLV,H1_Public information campaigns,0.0094118922530637,15
