ISO,Policy,score,rank
GHA,H7_Vaccination policy,0.1184783993371057,1
GHA,H6_Facial Coverings,0.0991279404872112,2
GHA,C8_International travel controls,0.0833942168888558,3
GHA,C2_Workplace closing,0.0734940636401981,4
GHA,E2_Debt/contract relief,0.0720145824361914,5
GHA,H3_Contact tracing,0.0709889288896751,6
GHA,C3_Cancel public events,0.064066792964056,7
GHA,C1_School closing,0.0582459179850804,8
GHA,C5_Close public transport,0.0563976751078721,9
GHA,H2_Testing policy,0.0486742923526253,10
GHA,C6_Stay at home requirements,0.0465788771773477,11
GHA,H1_Public information campaigns,0.0311609586744435,12
GHA,E1_Income support,0.0264280591568513,13
GHA,C7_Restrictions on internal movement,0.0071489886398809,14
GHA,C4_Restrictions on gatherings,0.0021850452667856,15
