ISO,Policy,score,rank
GBR,C8_International travel controls,0.1020285007749661,1
GBR,C1_School closing,0.0881269401702468,2
GBR,H6_Facial Coverings,0.0797946003804284,3
GBR,H7_Vaccination policy,0.0751263153994638,4
GBR,C6_Stay at home requirements,0.0640571646126901,5
GBR,H3_Contact tracing,0.0600458969601506,6
GBR,C4_Restrictions on gatherings,0.0570256595752117,7
GBR,C7_Restrictions on internal movement,0.052698805325788,8
GBR,C2_Workplace closing,0.0484736250840117,9
GBR,C3_Cancel public events,0.0417291148582946,10
GBR,H2_Testing policy,0.0378666145229064,11
GBR,C5_Close public transport,0.0370407064392637,12
GBR,E2_Debt/contract relief,0.020498525316076,13
GBR,H1_Public information campaigns,0.0162080247246508,14
GBR,E1_Income support,0.0,15
