ISO,Policy,score,rank
HRV,H7_Vaccination policy,0.0880235409895859,1
HRV,C5_Close public transport,0.0849189005177636,2
HRV,E2_Debt/contract relief,0.0773827752431961,3
HRV,C4_Restrictions on gatherings,0.0686463224988759,4
HRV,C1_School closing,0.0679240739911861,5
HRV,C2_Workplace closing,0.0636870353639514,6
HRV,C8_International travel controls,0.0598791457206814,7
HRV,H2_Testing policy,0.0585134105082677,8
HRV,C7_Restrictions on internal movement,0.0528160010548944,9
HRV,H6_Facial Coverings,0.0510991713079692,10
HRV,C3_Cancel public events,0.0420365846740524,11
HRV,E1_Income support,0.0382671792702584,12
HRV,H1_Public information campaigns,0.0317408955736252,13
HRV,H3_Contact tracing,0.0067361473767872,14
HRV,C6_Stay at home requirements,0.0,15
