ISO,Policy,score,rank
LVA,H7_Vaccination policy,0.0795368171608797,1
LVA,E2_Debt/contract relief,0.0793248735803218,2
LVA,C4_Restrictions on gatherings,0.0764526814170928,3
LVA,C2_Workplace closing,0.0717068747146996,4
LVA,C8_International travel controls,0.0653638132315469,5
LVA,C6_Stay at home requirements,0.060454366540546,6
LVA,E1_Income support,0.057727445345532,7
LVA,H6_Facial Coverings,0.0573898085436316,8
LVA,C3_Cancel public events,0.0558567514811706,9
LVA,C5_Close public transport,0.0529171837709764,10
LVA,C1_School closing,0.0518646358294059,11
LVA,H3_Contact tracing,0.0364381266071418,12
LVA,H1_Public information campaigns,0.0343477988196604,13
LVA,H2_Testing policy,0.0273120055712586,14
LVA,C7_Restrictions on internal movement,0.0,15
