ISO,Policy,score,rank
UZB,E2_Debt/contract relief,0.08953889065534,1
UZB,C1_School closing,0.0894102255900089,2
UZB,C5_Close public transport,0.0888085960113126,3
UZB,C8_International travel controls,0.0842043965430391,4
UZB,C7_Restrictions on internal movement,0.0761995590362717,5
UZB,H6_Facial Coverings,0.0658796914508935,6
UZB,C3_Cancel public events,0.0565902406072261,7
UZB,H2_Testing policy,0.0522244537202853,8
UZB,C2_Workplace closing,0.0450748007082863,9
UZB,C4_Restrictions on gatherings,0.0398545887653876,10
UZB,H3_Contact tracing,0.0383019874620419,11
UZB,H7_Vaccination policy,0.0362804540195476,12
UZB,E1_Income support,0.0271917993583649,13
UZB,C6_Stay at home requirements,0.0256817652580225,14
UZB,H1_Public information campaigns,0.0,15
