ISO,Policy,score,rank
IRQ,H7_Vaccination policy,0.1001338059196551,1
IRQ,C4_Restrictions on gatherings,0.0801840215527468,2
IRQ,C1_School closing,0.0799065398867958,3
IRQ,C8_International travel controls,0.0707658704199587,4
IRQ,H2_Testing policy,0.0673028565930089,5
IRQ,H1_Public information campaigns,0.0624814931166687,6
IRQ,E1_Income support,0.0593653810929502,7
IRQ,C2_Workplace closing,0.0573249121392196,8
IRQ,C5_Close public transport,0.0531880418811336,9
IRQ,C6_Stay at home requirements,0.0526749571936621,10
IRQ,C3_Cancel public events,0.0489903366690866,11
IRQ,C7_Restrictions on internal movement,0.0465254343445329,12
IRQ,H6_Facial Coverings,0.0339543898690639,13
IRQ,H3_Contact tracing,0.0260938444952942,14
IRQ,E2_Debt/contract relief,0.0,15
