ISO,Policy,score,rank
PRY,H7_Vaccination policy,0.1013070703034358,1
PRY,C1_School closing,0.0942493230095471,2
PRY,H6_Facial Coverings,0.0859923189656812,3
PRY,C8_International travel controls,0.0780897221156021,4
PRY,H2_Testing policy,0.0737039879816336,5
PRY,C5_Close public transport,0.0715135128596413,6
PRY,C2_Workplace closing,0.0611428930856241,7
PRY,C7_Restrictions on internal movement,0.0610455081003855,8
PRY,C4_Restrictions on gatherings,0.0605515208230306,9
PRY,C3_Cancel public events,0.0585673668739029,10
PRY,E2_Debt/contract relief,0.0463099533102236,11
PRY,C6_Stay at home requirements,0.0283650768823359,12
PRY,E1_Income support,0.0224746261519948,13
PRY,H3_Contact tracing,0.0176491718098752,14
PRY,H1_Public information campaigns,0.0096004470699525,15
