ISO,Policy,score,rank
BDI,C2_Workplace closing,0.1023272255370397,1
BDI,H1_Public information campaigns,0.0911218715864081,2
BDI,H6_Facial Coverings,0.0854380241030624,3
BDI,C8_International travel controls,0.0840395404712502,4
BDI,E2_Debt/contract relief,0.0735617542102946,5
BDI,C1_School closing,0.0704906014528154,6
BDI,E1_Income support,0.0640930450101645,7
BDI,H3_Contact tracing,0.0597328541105251,8
BDI,C4_Restrictions on gatherings,0.057729824388433,9
BDI,H2_Testing policy,0.0570096198965457,10
BDI,H7_Vaccination policy,0.0454222973251609,11
BDI,C7_Restrictions on internal movement,0.0204123546320851,12
BDI,C6_Stay at home requirements,0.0195171337855981,13
BDI,C5_Close public transport,0.0090363211030441,14
BDI,C3_Cancel public events,0.0071861143631756,15
