ISO,Policy,score,rank
DOM,H7_Vaccination policy,0.094385147320879,1
DOM,C7_Restrictions on internal movement,0.0735407533731321,2
DOM,C8_International travel controls,0.0724301192750008,3
DOM,C2_Workplace closing,0.0673611449886768,4
DOM,C6_Stay at home requirements,0.0655282468708356,5
DOM,C4_Restrictions on gatherings,0.0642641047037787,6
DOM,H6_Facial Coverings,0.0599894067874487,7
DOM,C1_School closing,0.0529250939964925,8
DOM,C5_Close public transport,0.0487346710540486,9
DOM,E1_Income support,0.0479228277916674,10
DOM,H2_Testing policy,0.036986944092003,11
DOM,H3_Contact tracing,0.0318022980985315,12
DOM,H1_Public information campaigns,0.031414171707218,13
DOM,E2_Debt/contract relief,0.0212629740263382,14
DOM,C3_Cancel public events,0.0,15
