ISO,Policy,score,rank
BEL,H7_Vaccination policy,0.0966025895647228,1
BEL,E2_Debt/contract relief,0.0856210200623838,2
BEL,H6_Facial Coverings,0.0835211780143266,3
BEL,C3_Cancel public events,0.0813170695219427,4
BEL,C8_International travel controls,0.079673240438433,5
BEL,C1_School closing,0.0793792699518805,6
BEL,E1_Income support,0.0764330393222241,7
BEL,C2_Workplace closing,0.0703646645646539,8
BEL,C6_Stay at home requirements,0.0589225100046648,9
BEL,C4_Restrictions on gatherings,0.0531449981229538,10
BEL,H3_Contact tracing,0.0424284689042708,11
BEL,C5_Close public transport,0.0396439987491012,12
BEL,H2_Testing policy,0.0380310020209327,13
BEL,C7_Restrictions on internal movement,0.0317984679058771,14
BEL,H1_Public information campaigns,0.004990270610105,15
