ISO,Policy,score,rank
PER,H7_Vaccination policy,0.1152172051910104,1
PER,H3_Contact tracing,0.1017478577891607,2
PER,C8_International travel controls,0.0870618030291416,3
PER,C5_Close public transport,0.0692742765465838,4
PER,H6_Facial Coverings,0.0679965838824764,5
PER,E2_Debt/contract relief,0.0660447202943775,6
PER,C6_Stay at home requirements,0.060747216302571,7
PER,H2_Testing policy,0.0569708708884319,8
PER,C2_Workplace closing,0.0515780202815165,9
PER,C4_Restrictions on gatherings,0.0434605485018522,10
PER,C7_Restrictions on internal movement,0.0384341560110096,11
PER,C3_Cancel public events,0.0300639280423973,12
PER,H1_Public information campaigns,0.026109698920501,13
PER,E1_Income support,0.0156012948738166,14
PER,C1_School closing,0.0,15
