ISO,Policy,score,rank
HKG,C7_Restrictions on internal movement,0.1333871890769498,1
HKG,H6_Facial Coverings,0.0910285213411352,2
HKG,H7_Vaccination policy,0.0822524591418965,3
HKG,C4_Restrictions on gatherings,0.0786235575799868,4
HKG,C8_International travel controls,0.0784415010861958,5
HKG,H2_Testing policy,0.0731922965942566,6
HKG,C5_Close public transport,0.056071895306591,7
HKG,C2_Workplace closing,0.0399448570461446,8
HKG,C1_School closing,0.0361260566854222,9
HKG,C3_Cancel public events,0.0345133982748692,10
HKG,E2_Debt/contract relief,0.0308071606200453,11
HKG,C6_Stay at home requirements,0.0305877605592237,12
HKG,E1_Income support,0.026991578752884,13
HKG,H1_Public information campaigns,0.0030282146053479,14
HKG,H3_Contact tracing,0.0,15
