ISO,Policy,score,rank
TLS,H7_Vaccination policy,0.1109770297215088,1
TLS,C1_School closing,0.1096382955824716,2
TLS,C8_International travel controls,0.0717805559661747,3
TLS,H1_Public information campaigns,0.0710479029628347,4
TLS,C2_Workplace closing,0.070850694597701,5
TLS,H3_Contact tracing,0.067903130041191,6
TLS,C5_Close public transport,0.056075011346962,7
TLS,C6_Stay at home requirements,0.0535546990003872,8
TLS,C7_Restrictions on internal movement,0.0496123963478649,9
TLS,H6_Facial Coverings,0.0480128956180984,10
TLS,C3_Cancel public events,0.0455922792757598,11
TLS,H2_Testing policy,0.0385524390745017,12
TLS,E1_Income support,0.0334927236273844,13
TLS,E2_Debt/contract relief,0.0322035683194042,14
TLS,C4_Restrictions on gatherings,0.0069280536952167,15
