ISO,Policy,score,rank
DEU,H7_Vaccination policy,0.0800857021560866,1
DEU,H2_Testing policy,0.0769365117720666,2
DEU,C5_Close public transport,0.0712358061307825,3
DEU,H3_Contact tracing,0.0706953215160136,4
DEU,C7_Restrictions on internal movement,0.0692331000611466,5
DEU,H6_Facial Coverings,0.0640321407647463,6
DEU,C1_School closing,0.0598479769495538,7
DEU,E1_Income support,0.0577790239579668,8
DEU,C2_Workplace closing,0.0574492549204991,9
DEU,C6_Stay at home requirements,0.04882836333465,10
DEU,E2_Debt/contract relief,0.0470060687520373,11
DEU,C4_Restrictions on gatherings,0.0432206575869693,12
DEU,C8_International travel controls,0.0344340878401747,13
DEU,C3_Cancel public events,0.0307305397575852,14
DEU,H1_Public information campaigns,0.0,15
