ISO,Policy,score,rank
ECU,H7_Vaccination policy,0.0827608861456996,1
ECU,C7_Restrictions on internal movement,0.0732820021857878,2
ECU,H3_Contact tracing,0.0727555497730123,3
ECU,H6_Facial Coverings,0.0707040072319716,4
ECU,C4_Restrictions on gatherings,0.069912628619943,5
ECU,C8_International travel controls,0.0687281597469428,6
ECU,H2_Testing policy,0.0669582565555186,7
ECU,C6_Stay at home requirements,0.0609622122159602,8
ECU,C2_Workplace closing,0.0584670159046457,9
ECU,C5_Close public transport,0.0568645758965092,10
ECU,C1_School closing,0.0509333065429997,11
ECU,E1_Income support,0.0419656872253811,12
ECU,H1_Public information campaigns,0.0294743863228599,13
ECU,E2_Debt/contract relief,0.0210252438243557,14
ECU,C3_Cancel public events,0.0,15
