ISO,Policy,score,rank
SDN,H7_Vaccination policy,0.0727095611368046,1
SDN,H6_Facial Coverings,0.0661473444669729,2
SDN,E1_Income support,0.0657338448607382,3
SDN,C2_Workplace closing,0.0620337212112913,4
SDN,C8_International travel controls,0.0596968588606832,5
SDN,C3_Cancel public events,0.0578827723065976,6
SDN,C1_School closing,0.0570735811506223,7
SDN,C6_Stay at home requirements,0.0548147759954148,8
SDN,C7_Restrictions on internal movement,0.0546146143795741,9
SDN,C5_Close public transport,0.0545850236424828,10
SDN,E2_Debt/contract relief,0.0468921083495082,11
SDN,H2_Testing policy,0.0452294094402179,12
SDN,H1_Public information campaigns,0.0421101665710055,13
SDN,H3_Contact tracing,0.0411359840042689,14
SDN,C4_Restrictions on gatherings,0.0,15
